date,username,link,clean_tweet,label,tweet
2022-12-20 23:37:52,yoonmeowbit,https://twitter.com/yoonmeowbit/status/1605346776382201856,bakal tahu bakal ada cowo tai kayak gin nonton bila sudah lama tapi ada teman ku baru hype pa pildun kasih lihat siapa ganteng lalu endingnya kamu lahir adzani bukan lempar bola kalau tidak salah soal tidak jelas ngomongnya,0,@nowplayingbts Aku bakal tau bakal ada cowo taek kayak gini 🤣🤣🤣 aku nonton bila udh lama tapi ya ada temen ku yg baru hype pas pildun. Ya aku kasih liat siapa2 yg ganteng. Trus endingnya kamu tuh lahir di adzani bukan dilempar bola (kalo gak salah soalnya gak begitu jelas ngomongnya)
2022-12-20 23:37:10,DienSyamsudin87,https://twitter.com/DienSyamsudin87/status/1605346602750996480,tibang piala saja diributin piala tidak nyawa mau banting cium tidak apa asal jangan aku saja salt bae sudah juara pildun,0,"@GOAL_ID Tibang piala aja diributin, piala gak bernyawa, mau dibanting di cium gpp.. asal jgn ngaku2 aja salt Bae udah juara pildun..😂😂😂"
2022-12-20 23:35:44,lengguang00,https://twitter.com/lengguang00/status/1605346240014581760,emosi si titit kambing satu lihat goat angkat tropi pildun sabar bang,-1,"@dickykcivv @idextratime Emosi si titit kambing satu ini liat goat anglat tropi pildun, sabar bang wkwk"
2022-12-20 23:35:01,IqbalQuosophy,https://twitter.com/IqbalQuosophy/status/1605346059193942016,nendang lawan kasih jari tengah pildun 2018 beri jari tengah habis messi cetak gol v nigeria belum karirnya habis pakai doping,-1,"@Kirasaaa @SiaranBolaLive nendang lawan, kasih jari tengah (pildun 2018 dia ngasi jari tengah abis Messi cetak gol vs nigeria), belom lagi karirnya abis karena pake doping."
2022-12-20 23:34:49,SherlovckHolmes,https://twitter.com/SherlovckHolmes/status/1605346009709584420,messi ngomong doang kata habis pildun mau pensi eh mau main kata padahal kalau ada benzema bisa eksekusi penalti,-1,"@real_damage18 😂😂😂 hilih messi omdo 😂 katanya abis pildun ini mau pensi, eh  masih mau main katanya wkwk. huhuhu😭 dahal klo ada benzema pasti bisa eksekusi penalti🥹"
2022-12-20 23:34:18,AfiatBuchori,https://twitter.com/AfiatBuchori/status/1605345878612783104,aguero kayak bukan squad pildun tapi ikut juara,0,@kegblgnunfaedh aguero kyknya bukan squad pildun tp ikutan juara
2022-12-20 23:22:38,cddabblyu,https://twitter.com/cddabblyu/status/1605342944651010048,pa kemarin nonton bareng pildun congrats argentina fifaworldcup fifaworldcup2022,1,Ini pas kemarin nobar pildun hehehehe congrats Argentina! ❤️ #FIFAWorldCup #FIFAWorldCup2022  https://t.co/sP2jCpxMmm
2022-12-20 23:22:28,hutqZ,https://twitter.com/hutqZ/status/1605342903634513920,menang pildun u20,1,@fhrizall @rismadwip @SiaranBolaLive menang pildun u20 😜
2022-12-20 23:21:27,Rahma_Talia90,https://twitter.com/Rahma_Talia90/status/1605342648205979648,final pildun u21 menang maria tidak cetak gol,0,@GOAL_ID Final pildun U21 yg dimenangkan 🇦🇷🇦🇷🇦🇷 di Maria gak cetak gol kah??🤔
2022-12-20 23:20:17,dappeylin,https://twitter.com/dappeylin/status/1605342353073803265,nggak asa sudah tani neymar main pildun tiga kali,0,tidak berasa sudah menemani neymar main di pildun untuk ketiga kalinya
2022-12-20 23:19:59,baber168,https://twitter.com/baber168/status/1605342278926495746,terima saja sudah lagi sudah lama banget tidak juara pildun,0,"@idextratime terima aja udah, wkwk, lagian mereka udah lama banget gak juara pildun"
2022-12-20 23:14:35,jungkyoonki,https://twitter.com/jungkyoonki/status/1605340920332705792,malam mimpi wv update giat jin wajib militer ada pa nonton pildun bareng anggota wajib militer ada pa pakai baju tentara warna hitam senjata laras panjang ada pa diri sikap hormat pegang senjata,0,"smalam mimpi wv update kegiatan jin di wamil. ada yg pas dia lagi nonton pildun bareng anggota wamil, ada yg pas dia pake baju tentara warna item &amp; senjata laras panjang, ada yg pas dia lagi berdiri sikap hormat sambil pegang senjata 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭"
2022-12-20 23:13:41,FidelitatSense,https://twitter.com/FidelitatSense/status/1605340692636893185,diomongin bukan liga tapi lebih negara amerika latin kalah saing fg negara eropa pildun kata mbappe,-1,@Qiqicampjamaica @SyabannulK @Messinisti @DwiPrasetyaSan1 @ndakpayurabi @idextratime Yg diomongin bukan liga sih tapi lebih ke negara Amerika Latin kalah saing fg negara eropa di pildun kata mbappe
2022-12-20 23:13:28,julitri_,https://twitter.com/julitri_/status/1605340636281831425,yaa ramai orang nonton pildun bang,1,@syqadn @IRahmannuddin_ @idextratime Yaa rame karena org lagi nonton pildun bang
2022-12-20 23:12:53,SundayEmfire,https://twitter.com/SundayEmfire/status/1605340491352272896,negara indonesia mungkin kalau masuk pildun tidak suka bola jadi nonton bola euforia bola emang besar wajar bale ngajak warga nonton bagi skuad tapi tetap tidak suka bola kerja,1,"@The_guardi @dede_harianto @afdhabil @GunnarNjord @indocringe_ Itu kan negara. Indonesia pun mungkin kalo masuk pildun, yang gasuka bola jadi nonton bola karena euforia bola emang sebesar itu. Wajar Bale ngajak warganya nonton, apalagi dia bagian dalam skuad. Tapi dia tetep ga suka bola selain sebagai pekerjaan."
2022-12-20 23:09:48,FidelitatSense,https://twitter.com/FidelitatSense/status/1605339714911100931,diomongin bukan liga tapi lebih negara amerika latin tidak mampu saing dengan benua eropa pildun,-1,@aslamnatsir @TumbalProyekk @donipohan7 @idextratime Yg diomongin bukan liga tapi lebih ke negara Amerika latin gak akan mampu bersaing dg benua eropa di pildun
2022-12-20 23:07:35,gibrangudboi,https://twitter.com/gibrangudboi/status/1605339155554525186,puki baru umur 24 tapi deh main final pildun saya 24 masih dudok smea smbel bakar surya karena mikerin kapan invoice caer kimak kimak,-1,"@KMbappe puki ini bru umur 24 tpi dah maen di final pildun, ak 24 msih dudok di smea smbel bakar surya krn mikerin kapan invoice caer kimak kimak"
2022-12-20 23:02:38,apocalypse4sale,https://twitter.com/apocalypse4sale/status/1605337909435207682,seperti sama sama rasa finaly sudah koplit semua ajang menang messi seperti awal tidak suka karena barca messi ngalahin mu tahun 2009 tapi tidak tahu harap awal argentina juara pildun,1,@idextratime kek sama sama merasakan “finaly udah koplit semua ajang yg di menangkan messi” kek gw yg awal ga suka gegara barca dan messi ngalahin MU thn 2009 tapi ga tau kenapa gw berharap dari awal Argentina juara Pildun
2022-12-20 23:01:34,DwiPrasetyaSan1,https://twitter.com/DwiPrasetyaSan1/status/1605337642048311296,tapi nyata eropa susah juara kalau main amerika latin cuman jerman 2014 juara pildun pa amerika latin jadi tuan rumah,-1,@Qiqicampjamaica @SyabannulK @Messinisti @ndakpayurabi @idextratime Tapi kenyataannya Eropa susah juara kalau maen di Amerika latin.. cuman Jerman 2014 yg juara Pildun pas Amerika latin jadi tuan rumah
2022-12-20 23:01:22,jety_wastime,https://twitter.com/jety_wastime/status/1605337591771193345,pildun rusia jadi kambing hitam salah satu tacklingny lambat padahal lari dari depan bukan bek disalahin sama medium tapi disalahain,-1,"@AmLieberal @Unterhose08 @idextratime @Romain_Molina @MadridXtra Pildun rusia jd kambing hitam, salah satunya tacklingny telat, padahal dia lari dr depan, bukannya bek yg disalahin sm media tp dia yg disalahain"
2022-12-20 22:54:38,lildy96,https://twitter.com/lildy96/status/1605335898995847168,asa baru pa final pildun maren bicara mbappe,0,perasaan baru pas final pildun maren gw ngomongin mbappe 😭😭😭  https://t.co/4iKQvOZcNv
2022-12-20 22:47:28,AGhaniyya,https://twitter.com/AGhaniyya/status/1605334094241415168,emi martinez menang 2x adu penalti lawan belanda perancis pildun 2022 sergio goycoechea laku pildun 1990 lawan yugoslavia tuan rumah italia bahkan sergio goycoechea mampu juara copa america tahun 93 jadi main baik,1,"Seperti Emi Martinez yg memenangkan 2x adu penalti melawan Belanda dan Perancis di Pildun 2022, Sergio Goycoechea pun melakukannya di Pildun 1990 melawan Yugoslavia dan tuan rumah Italia. Bahkan Sergio Goycoechea mampu juarai 2 copa america dan di tahun 93 menjadi pemain terbaik."
2022-12-20 22:28:54,adamkenneth_14,https://twitter.com/adamkenneth_14/status/1605329423829389314,sempat lupa martinez quarta kenapa tidak panggil pildun bahkan bawa juan foyth hadeh,-1,"@Yos79606745 @PorosHalangID @aguerosergiokun sempet kelupaan, martinez quarta knp gak dipanggil ke pildun ya, malah bawa juan foyth hadeh"
2022-12-20 22:24:06,Zic170995,https://twitter.com/Zic170995/status/1605328215358443520,lihat bahkan tidak peduli kalian siapa satu olahraga satu tidur luk trofi pildun fansya ribut,-1,@idextratime Liat. Bahkan mereka gak peduli kalian siapa. Yg satu olahraga. Yg satu tidur meluk trofi pildun.  Fansya pada ribut 🤣
2022-12-20 22:21:55,Daoed14,https://twitter.com/Daoed14/status/1605327663643897857,hampa gin rasa tidak ada pildun,0,Hampa gini rasanya gada pildun
2022-12-20 22:19:06,pasapeda,https://twitter.com/pasapeda/status/1605326955532152832,messi fifa sudah resmi gelar baru fifa sudah hadiah pildun supaya resmi jadi goat,1,@theabdulhadi Demi messi Fifa sdh resmikan gelar baru.. Fifa sdh hadiahkan pildun spya resmi jdi goat  https://t.co/Kzi2RWMuFe
2022-12-20 22:18:34,Kajvha,https://twitter.com/Kajvha/status/1605326821683122176,sudah ada rp pildun,0,@paulodysbala Udah ada rp pildun
2022-12-20 22:18:15,CIuglans,https://twitter.com/CIuglans/status/1605326742696054785,sudah neng bola lama tidak apa ada ngehype karena pildun kasih tahu sekali main cakep chelsea barca mu kamu itu lahir diadzani tidak sundul bola inti selip jancok jancoknya,1,"@moonulybae ""Aku udah seneng bola lama, ya gpp ada yg ngehype gegara pildun. Kukasih tau sekalian pemain cakepnya chelsea, barca, mu. Kamu tu lahir diadzani gak disundul bola."" Intinya itu, dengan selipan jancok jancoknya wkkwkw"
2022-12-20 22:07:48,mashadyan_,https://twitter.com/mashadyan_/status/1605324113668497409,mungkin idola gagal juara pildun bang jadi bicara bicara sembarang cuma asumsi tanpa bukti makanya tidak bisa balas,-1,@elfarosy99 @KaKa01175473 Mungkin idolanya gagal juara pildun bang. Jd dia ngomong ngawur. Cuma asumsi tanpa bukti. Makanya ga bisa bales.
2022-12-20 22:06:49,GAbimanyoe,https://twitter.com/GAbimanyoe/status/1605323863889686528,sudah tahu dembele tidak jalan sampai semifinal mainin saja udahlah akuin saja dembele jelek pildun tidak ngejek cuma emang nyata jelek tidak perform laga2 besar barca saja tidak perform waktu lawan tim2 besar macam madrid munchen,-1,"@gv1291 @___least @theflankerID Ya udah tau dembele ga jalan sampe semifinal masih di mainin aja, udahlah akuin aja dembele jelek di pildun ini, gua ga ngejek, cuma ya emang kenyataan jelek, dan gak perform di laga2 besar, di barca aja ga perform waktu lawan tim2 besar macem madrid n munchen"
2022-12-20 22:02:55,akumaupunyaduit,https://twitter.com/akumaupunyaduit/status/1605322883701800960,kalau acu main hebat cuman soal trophy kelas mustafi saja pernah dapat pildun emang mustafi bagus,-1,"@catwsmase @neymarj36673801 @idextratime Kalau acuan pemain hebat cuman soal trophy, sekelas mustafi aja pernah dapet pildun. Emang mustafi bagus?"
2022-12-20 21:50:43,afandaisy_,https://twitter.com/afandaisy_/status/1605319814003585024,please baru tidur menit lalu eh bangun karena suara jk nyanyi lagu pildun,0,"Please, baru tidur 2 menit lalu eh kebangun gegara suara Jk nyanyi  lagu pildun 😭😭"
2022-12-20 21:50:10,BabangTah,https://twitter.com/BabangTah/status/1605319674316869632,hwang hee chan jadi tambah bagus habis dari pildun,1,Hwang Hee Chan jdi tambah bagus abis dri pildun
2022-12-20 21:48:19,KresnaRavendra,https://twitter.com/KresnaRavendra/status/1605319211215384576,ikut teman nonton bareng pildun cafe padahal tidak erti bola alhasil main ml sendiri mojok belakang sampai kelar tidak bisa keluar jebak tonton,0,"@qorygore ikut temen nobar pildun di cafe padahal ga ngerti bola, alhasil main ml sendiri mojok di belakang sampe kelar karena gabisa keluar kejebak penonton"
2022-12-20 21:43:55,rizkyonyex,https://twitter.com/rizkyonyex/status/1605318103893958656,kalau bapak maseh ade seru bahas messi dengan maradona sudah tidak bise counter agi sudah dapat gelar pildun miss you so bad pak,1,"Kalau bapak maseh ade, pasti seru bahas Messi dg Maradona. Udah ndak bise di counter agi, udah dapat gelar pildun.  Miss you so bad, pak. ❤"
2022-12-20 21:42:36,Rysolesss,https://twitter.com/Rysolesss/status/1605317770513879041,lumayan alam lawan club epl isi main pildun tidak main jelek sudah bagus susah klau se tim isi 90 bapuk,1,"@idextratime Lumayan pengalaman lawan club epl + isinya pemain pildun, gk main jelek juga udh bagus itu susah juga klau se tim isinya 90% bapuk"
2022-12-20 21:29:27,syqadn,https://twitter.com/syqadn/status/1605314463212642304,tapi pwrasaan kemarin pa pildun ramai banget cok,1,@IRahmannuddin_ @idextratime Tp pwrasaan kmrn pas pildun rame bgt cok waokwkwk
2022-12-20 21:26:38,KuroKaitou,https://twitter.com/KuroKaitou/status/1605313754115121152,jesper blomqvist tidak masuk flop kayak yah beli tahun 1998 cuma buat cadang giggs main bisa perform bagus sayang pasca final champion 1999 cidera tahun tidak main akhir lego bukan karena habis pildun sudah diincer sejak 1996,-1,"@garistengah_id Jesper Blomqvist ngga masuk flop kayaknya yah? Dia dibeli tahun 1998 cuma buat cadangannya Giggs. Dan saat main pun masih bisa perform bagus. Sayang pasca final champion 1999, dia cidera dan 2 tahun ga main. Akhirnya dilego. Dia bukan krn abis Pildun sih. Udah diincer sejak 1996."
2022-12-20 21:25:07,sku22ds,https://twitter.com/sku22ds/status/1605313372047962112,cara bagaimana bang hari belum final pildun akun juga kena pdhl tidak ngapa-ngapain,0,@dejugabisa @MiskinTV_ Caranya gmn bang sehari sblm final pildun akun gw jg kena pdhl nggk ngapa2in
2022-12-20 20:56:11,Goen_Prayoga,https://twitter.com/Goen_Prayoga/status/1605306088219611136,justru maria oke sampai menit 70an orang memang disiapkn final kok kalau dybala memang tidak fit karena dimainkn menit akhr terus acuna saja bek sayap crossing bagus hanya uji coba belum pildun slbhnya tidak jelas cuma bisa brtahan,-1,"@terabhitiya @hahakiiim @alvdon_zz @The_RedsIndo Justru dimaria masih oke smpai mnit 70an org dia mmng disiapkn utk final kok, klo dybala yg mmng gk fit krna dimainkn dimenit akhr trs. Acuna aja di bek sayap crossing yg bagus hnya ketika uji coba sblm pildun slbhnya gk jelas dan cuma bisa brtahan."
2022-12-20 20:47:23,LeCappuchine,https://twitter.com/LeCappuchine/status/1605303873941671938,abang baru pertama kali nonton bola pa bagaimana saling ngeceng biasa lihat pemenang2 pildun dulu kalau selebrasi bagaimana argentina kalah prancis bakal ngelakuin sama it football culture,-1,@niarr131 @idextratime Abang baru pertama kali nonton bola pa gimana? Saling ngecengi itu hal biasa… liat pemenang2 pildun yang dulu kalau selebrasi gimana. Argentina kalah juga Prancis bakal ngelakuin hal yang sama. It’s football culture.
2022-12-20 20:45:23,match_aaa2,https://twitter.com/match_aaa2/status/1605303370495168515,aguero legend argentina ibarat mantan prajurit meski tidak ada kontribusi pildun 2022 tidak tahu saja belakang panggung bagaimana sama main,1,@codename_andre @gabut_mang @ald_sandi @PorosHalangID aguero kan legend di argentina (ibarat)mantan prajurit meskipun gada kontribusi di pildun 2022. kita ngga tau aja dia dibelakang panggung gimana sama pemain
2022-12-20 20:44:17,perapikosongan,https://twitter.com/perapikosongan/status/1605303094363164683,alhamdulillah pildun kelar akhir poser poser bola tempat nya masing masing,-1,alhamdulillah pildun kelar. akhirnya poser-poser bola ini kembali ke tempat nya masing-masing 😌
2022-12-20 20:42:57,afwyvern,https://twitter.com/afwyvern/status/1605302757745102850,hilang taring tapi 2018 dapat pildun 2022 masuk final kalah pinalti beban mah benzema saja prancis,-1,"@newshunter25 Kehilangan taring tapi 2018 dapat pildun, 2022 masuk final, kalah di pinalti lagi. Yang beban mah benzema aja di prancis"
2022-12-20 20:38:07,curlykiddo_,https://twitter.com/curlykiddo_/status/1605301541916663808,senyum sendiri kalau nemu edit messi mnang pildun anying,0,masih senyum sndiri klo nemu editan messi mnang pildun anying
2022-12-20 20:37:39,Koko_Sanjaya22,https://twitter.com/Koko_Sanjaya22/status/1605301425785143296,iwan copeng kira2 kalau timnas juara pildun bisa mewek gin juga tidak,0,@The_RedsIndo Iwan copeng kira2 klw Timnas juara pildun bs mewek gini jg ga ?
2022-12-20 20:32:17,joonkookiees,https://twitter.com/joonkookiees/status/1605300076402077696,akhir lihat senyum denger suara tawa waktu live habis perform opening fifa sampai sekarang pildun nya sudah selesai anak nya ma belum nampakin diri sosmed waktu nganter seokjin tidak lihat wajah sama denger suara and know you reply not okay koo,0,"terakhir liat senyum dan denger suara tawanya waktu live habis perform opening fifa sampe sekarang pildun nya udah selesai anak nya masi belum nampakin diri di sosmed:) waktu nganter seokjin ga liat wajah sama denger suara dia, and i know you're not okay koo:("
2022-12-20 20:28:29,jimiwicksn,https://twitter.com/jimiwicksn/status/1605299119966531584,kgn final pildun,1,kgn final pildun
2022-12-20 20:28:20,rahmazahidah,https://twitter.com/rahmazahidah/status/1605299082020261888,gara-gara pildun kemarin dadak jadi punya idola bola suka sama kylian maennya bagus terus suka sama dybala ganteng ganteng ada tengil2nya gitu,1,"Grgr pildun kemaren, mendadak jd punya idola bola. Suka sama Kylian karena maennya bagus, trs suka sama Dybala karena ganteng 😭 ganteng dan ada tengil2nya gitu 😭"
2022-12-20 20:27:50,sherlockian44,https://twitter.com/sherlockian44/status/1605298953628844033,pa nonton pildun cuma facta yaafi milih argentina milih perancis,0,"Wkwkwkwk ini pas nonton pildun. Cuma facta dan yaafi yg milih argentina, yg lain pada milih perancis wkwkwkwkwkwkwk  https://t.co/W1OCEiOr0k"
2022-12-20 20:24:11,zcki27,https://twitter.com/zcki27/status/1605298036359380992,tidak bisa turuuu jam gin memang rawan overthinking asli gara2 pildun habis jadi bingung mau sedang apa,0,"Gabisa turuuu, Jam segini tuh memang rawan overthinking aslii.   Gara2 pildun habis jadi bingung mau ngapain(?)  https://t.co/7UQgzsuRD5"
2022-12-20 20:21:10,ziellars,https://twitter.com/ziellars/status/1605297276150108160,pantes habis kerja rodi iya anjing karena pildun jadi biasa jam gin bangun tapi mau tidur,0,"@natsushida @dashevas @deIvarette &amp;. Hoalah pantes, habis kerja rodi kah. Iya anjir gua gegara pildun jadi kebiasaan jam segini kebangun. Tapi ini mau tidur lagi."
2022-12-20 20:20:36,ayunk194,https://twitter.com/ayunk194/status/1605297134819225601,jamal bukan pa pildun bisa bilang gendong timnas,0,@rakha_synrev @SeputarMadrid jamal bukannya pas di pildun bisa di bilang gendong timnas ya?
2022-12-20 20:19:41,ariandi__,https://twitter.com/ariandi__/status/1605296905613111296,sumpah seru banget fans2 nya ronaldo belain2 ronaldo terus fan messi cuma kasih pic messi angkat pildun ajg seperti savage saja gitu,0,"sumpah seru bet ketika fans2 nya ronaldo lagi belain2 ronaldo terus fans messi cuma kasih pics messi angkat pildun ajg, kek ke savage aja gitu🤣"
2022-12-20 20:17:53,rujkhann,https://twitter.com/rujkhann/status/1605296452577918976,gara gara pildun jam tidur tidak urus asuu,-1,gara gara pildun jam tidur ga keurus asuu
2022-12-20 20:12:23,MarshallBravo3,https://twitter.com/MarshallBravo3/status/1605295066066538497,tidak bisa nonton asw tidak seperti pildun,0,"@idextratime Gabisa nonton asw,ga kek pildun"
2022-12-20 20:11:10,icaelux,https://twitter.com/icaelux/status/1605294759622627328,hari hari pildun ngedumel lautaro,0,hari hari pildun ngedumel lautaro  https://t.co/2segcdoQLQ
2022-12-20 20:10:37,msdwrkyh,https://twitter.com/msdwrkyh/status/1605294621550325760,suami dong kerja nonton final pildun rumah,1,"@convomfs Suami aku dong, kerja sambil nonton final pildun+dirumah juga❤️❤️"
2022-12-20 20:07:52,byvanyanyanya,https://twitter.com/byvanyanyanya/status/1605293931830181889,stuju sama farhan efek messi menang pildun bawa neng bisa sampai bulan kayak,1,stuju sih sama farhan. efek messi menang pildun kebawa senengnya bisa sampe 5 bulan keknya🤩🥰
2022-12-20 20:07:04,hasler66,https://twitter.com/hasler66/status/1605293727169536000,susah saudara laki banyak main emang bagus pa timnas club bahkan kadang biasa saja entah motivasi beda bela negara klub emang banyak kasus main bagus banget pa pildun copa euro tapi pa main klub bahkan flop,0,"@alfando_sr @fauzanfeb @TeamCRonaldo Susah juga sih bro, banyak pemain emang bagusnya pas di timnas, di club malah kadang biasa aja. Entah motivasi yang berbeda saat membela negara/klub. Dan emang kan banyak kasus pemain bagus banget pas di pildun/copa/euro tapi pas main di klub malah flop"
2022-12-20 20:04:14,masmasfortuner,https://twitter.com/masmasfortuner/status/1605293015659991041,kalau nilai goat cuma liat bisa menang pildun fix bantu wasit var payah saudara laki orang main jauh luar zona nyaman bukti menang lebih banyak trofi lebih layak sebut goat meski jujur bukan fan sejati ronaldo he deserve than messi,-1,"Kalo penilaian GOAT cuma diliat dari bisa menang pildun (yg apalagi fix dibantu wasit &amp; VAR) payah bro. Orang yg bermain jauh diluar zona nyaman &amp; terbukti memenangkan lebih banyak trofi lebih layak di sebut GOAT, meskipun jujur aku bukan fans sejati CR7. He deserve than messi."
2022-12-20 20:01:59,claisenta,https://twitter.com/claisenta/status/1605292449424846849,ada satu orang orang lupa matahin kutu juara dunia tidak lolo fase grup prancis final loh jangan nanti pildun lanjut argentina tidak lolo fase grup jerman spanyol,1,"@idextratime Ada satu hal orang orang lupa, matahin kutukan juara dunia gak lolos fase grup, dan prancis sampai ke final loh, jangan ntar di pildun selanjutnya argentina gak lolos fase grup seperti jerman dan spanyol."
2022-12-20 20:01:45,masvrz,https://twitter.com/masvrz/status/1605292388968067072,kalau nilai goat cuma liat bisa menang pildun fix bantu wasit var payah sekali saudara laki orang main jauh luar zona nyaman bukti menang lebih banyak trofi lebih layak sebut goat meski jujur bukan fan sejati nya ronaldo,-1,"Kalo penilaian GOAT cuma diliat dari bisa menang pildun (yg apalagi fix dibantu wasit &amp; VAR) payah sekali bro. Orang yg bermain jauh diluar zona nyaman &amp; terbukti memenangkan lebih banyak trofi yg lebih layak di sebut GOAT, meskipun jujur aku bukan fans sejati nya CR7."
2022-12-20 19:55:17,tamaskeun,https://twitter.com/tamaskeun/status/1605290761532370945,nikah emang pembukane pildun,0,@captainamandaa Nikahanku emang pembukane pildun
2022-12-20 19:52:49,masvrz,https://twitter.com/masvrz/status/1605290141836529664,tul sudah gitu gilir prancis diving langsung kasih kartu kuning thuram gilir cek var saja tidak coba cek var sudah layak mbappe dan kawan 2x untun pildun lebih baik bakar saja sekali ruang var sampah masyarakat,-1,"@ribakonsudeee @abd_azzam_ @maada15 @idextratime TUL  Udah gitu giliran Prancis diving langsung dikasih kartu kuning Thuram, giliran ini di cek VAR aja kagak, coba cek VAR, sudah selayaknya Mbappe dkk 2x beruntun pildun. Mending dibakar aja itu sekalian ruangan VAR = SAMPAH MASYARAKAT!!!"
2022-12-20 19:48:57,_RAJABAJAKLAUT_,https://twitter.com/_RAJABAJAKLAUT_/status/1605289171421364224,hasil pildun deh cair ini ayo nato,0,Hasil pildun dah cair nih Ayok nato 🤭
